mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
16	15	85/2	85/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	145
16	15	85/2	85/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	147
16	15	85/2	85/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	146
16	15	85/2	85/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-4	80	Ab5	5	146
16	15	85/2	85/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-3	87	Eb6	6	146
16	15	43	43	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	148
16	15	43	43	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	148
16	15	43	43	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	148
16	15	43	43	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	148
16	15	45	45	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	149
16	15	45	45	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	149
16	15	45	45	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	149
16	15	45	45	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	68	Ab4	4	149
17	16	91/2	91/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	152
17	16	91/2	91/2	0.5	0	0	6/8	2	1	1/8		1/8	1		0	60	C4	4	152
17	16	91/2	91/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	152
17	16	91/2	91/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	152
17	16	91/2	91/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-3	75	Eb5	5	150
17	16	91/2	91/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-4	80	Ab5	5	150
17	16	91/2	91/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-3	87	Eb6	6	150
17	16	93/2	93/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	153
17	16	93/2	93/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	153
17	16	93/2	93/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	153
17	16	47	47	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	154
17	16	47	47	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	154
17	16	47	47	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	154
17	16	48	48	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	155
17	16	48	48	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	155
17	16	48	48	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	155
17	16	48	48	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	151
18	17	97/2	97/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-1	89	F6	6	156
18	17	97/2	97/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	92	Ab6	6	156
18	17	97/2	97/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-4	80	Ab5	5	157
18	17	97/2	97/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	161
18	17	97/2	97/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	161
18	17	97/2	97/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	158
18	17	97/2	97/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-1	89	F6	6	158
18	17	97/2	97/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	92	Ab6	6	158
18	17	49	49	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	162
18	17	49	49	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	162
18	17	49	49	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	162
18	17	99/2	99/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	163
18	17	99/2	99/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	163
18	17	99/2	99/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	163
18	17	50	50	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	159
18	17	50	50	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-1	89	F6	6	159
18	17	50	50	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	92	Ab6	6	159
18	17	51	51	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	164
18	17	51	51	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	164
18	17	51	51	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	164
18	17	51	51	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	164
18	17	51	51	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-6	78	Gb5	5	160
18	17	51	51	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-3	87	Eb6	6	160
18	17	51	51	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-6	90	Gb6	6	160
19	18	103/2	103/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-5	85	Db6	6	165
19	18	103/2	103/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-1	89	F6	6	165
19	18	103/2	103/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-1	77	F5	5	166
19	18	103/2	103/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	170
19	18	103/2	103/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-1	77	F5	5	167
19	18	103/2	103/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-5	85	Db6	6	167
19	18	103/2	103/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-1	89	F6	6	167
19	18	52	52	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	171
19	18	52	52	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	171
19	18	52	52	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	171
19	18	105/2	105/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-3	75	Eb5	5	168
19	18	105/2	105/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	168
19	18	105/2	105/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-3	87	Eb6	6	168
19	18	53	53	0.5	3/8	3/8	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	172
19	18	53	53	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	169
19	18	53	53	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	169
19	18	53	53	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-3	87	Eb6	6	169
19	18	107/2	107/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	173
19	18	107/2	107/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		0	60	C4	4	173
19	18	107/2	107/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	173
19	18	107/2	107/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	173
20	19	109/2	109/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	174
20	19	109/2	109/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-5	85	Db6	6	174
20	19	109/2	109/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-5	73	Db5	5	175
20	19	109/2	109/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	179
20	19	109/2	109/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-5	73	Db5	5	176
20	19	109/2	109/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	176
20	19	109/2	109/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-5	85	Db6	6	176
20	19	55	55	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	180
20	19	55	55	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	180
20	19	55	55	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	180
20	19	111/2	111/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	181
20	19	111/2	111/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	181
20	19	111/2	111/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	181
20	19	56	56	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	73	Db5	5	177
20	19	56	56	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	177
20	19	56	56	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-5	85	Db6	6	177
20	19	57	57	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	182
20	19	57	57	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	182
20	19	57	57	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	182
20	19	57	57	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	178
20	19	57	57	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	178
20	19	57	57	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	85	Db6	6	178
21	20	115/2	115/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	183
21	20	115/2	115/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	183
21	20	115/2	115/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	184
21	20	115/2	115/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	191
21	20	115/2	115/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	185
21	20	115/2	115/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-4	80	Ab5	5	185
21	20	115/2	115/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-3	87	Eb6	6	185
21	20	58	58	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	192
21	20	58	58	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	192
21	20	58	58	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	192
21	20	58	58	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	192
21	20	117/2	117/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	77	F5	5	186
21	20	117/2	117/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	186
21	20	117/2	117/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-1	89	F6	6	186
21	20	59	59	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	187
21	20	59	59	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	187
21	20	59	59	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	188
21	20	59	59	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-3	75	Eb5	5	189
21	20	59	59	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-4	80	Ab5	5	189
21	20	59	59	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-3	87	Eb6	6	189
21	20	119/2	119/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	193
21	20	119/2	119/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		0	60	C4	4	193
21	20	119/2	119/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-3	63	Eb4	4	193
21	20	119/2	119/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-6	66	Gb4	4	193
21	20	60	60	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	68	Ab4	4	190
21	20	60	60	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	190
22	21	121/2	121/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	194
22	21	121/2	121/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-5	85	Db6	6	194
22	21	121/2	121/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-5	73	Db5	5	195
22	21	121/2	121/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	197
22	21	121/2	121/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-5	73	Db5	5	196
22	21	121/2	121/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-4	80	Ab5	5	196
22	21	121/2	121/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-5	85	Db6	6	196
22	21	61	61	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	198
22	21	61	61	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	198
22	21	61	61	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	198
22	21	123/2	123/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	199
22	21	123/2	123/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	199
22	21	123/2	123/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	199
22	21	63	63	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	200
22	21	63	63	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	200
22	21	63	63	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65	F4	4	200
23	22	127/2	127/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	203
23	22	127/2	127/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-5	73	Db5	5	201
23	22	127/2	127/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-4	80	Ab5	5	201
23	22	127/2	127/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-5	85	Db6	6	201
23	22	129/2	129/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	204
23	22	129/2	129/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	204
23	22	129/2	129/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	65	F4	4	204
23	22	131/2	131/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	205
23	22	131/2	131/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-5	61	Db4	4	205
23	22	131/2	131/2	0.5	1/2	1/2	6/8	2	1	1/8		1/8	1		-1	65	F4	4	205
23	22	66	66	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	202
24	23	133/2	133/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		0	84	C6	6	206
24	23	133/2	133/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	206
24	23	133/2	133/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	207
24	23	133/2	133/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	211
24	23	133/2	133/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	211
24	23	133/2	133/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-3	75	Eb5	5	208
24	23	133/2	133/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	0	84	C6	6	208
24	23	133/2	133/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-3	87	Eb6	6	208
24	23	67	67	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	212
24	23	67	67	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	212
24	23	67	67	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	212
24	23	67	67	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	212
24	23	135/2	135/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	213
24	23	135/2	135/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	213
24	23	135/2	135/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	213
24	23	135/2	135/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	213
24	23	68	68	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	209
24	23	68	68	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	0	84	C6	6	209
24	23	68	68	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-3	87	Eb6	6	209
24	23	69	69	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	214
24	23	69	69	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	214
24	23	69	69	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	214
24	23	69	69	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	214
24	23	69	69	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	210
24	23	69	69	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-2	82	Bb5	5	210
24	23	69	69	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	85	Db6	6	210
25	24	139/2	139/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	215
25	24	139/2	139/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		0	84	C6	6	215
25	24	139/2	139/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	0	72	C5	5	216
25	24	139/2	139/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	220
25	24	139/2	139/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	220
25	24	139/2	139/2	1.0	0	0	6/8	1	1	1/4		1/4	1		0	72	C5	5	217
25	24	139/2	139/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-4	80	Ab5	5	217
25	24	139/2	139/2	1.0	0	0	6/8	1	1	1/4		1/4	1		0	84	C6	6	217
25	24	70	70	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	221
25	24	70	70	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	221
25	24	70	70	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	221
25	24	70	70	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	221
25	24	141/2	141/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	222
25	24	141/2	141/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	222
25	24	141/2	141/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	222
25	24	141/2	141/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	222
25	24	141/2	141/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-2	70	Bb4	4	218
25	24	141/2	141/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-6	78	Gb5	5	218
25	24	141/2	141/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-2	82	Bb5	5	218
25	24	71	71	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	219
25	24	71	71	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-6	78	Gb5	5	219
25	24	71	71	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-2	82	Bb5	5	219
25	24	72	72	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	223
25	24	72	72	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	223
25	24	72	72	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	223
25	24	72	72	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	223
26	25	145/2	145/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-1	77	F5	5	224
26	25	145/2	145/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	224
26	25	145/2	145/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-4	68	Ab4	4	225
26	25	145/2	145/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	229
26	25	145/2	145/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	229
26	25	145/2	145/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	68	Ab4	4	226
26	25	145/2	145/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	226
26	25	145/2	145/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	226
26	25	73	73	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	230
26	25	73	73	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	230
26	25	73	73	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	230
26	25	73	73	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	230
26	25	147/2	147/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	231
26	25	147/2	147/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	231
26	25	147/2	147/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	231
26	25	147/2	147/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	231
26	25	74	74	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	68	Ab4	4	227
26	25	74	74	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-1	77	F5	5	227
26	25	74	74	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	227
26	25	75	75	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	232
26	25	75	75	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	232
26	25	75	75	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	232
26	25	75	75	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	232
26	25	75	75	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	68	Ab4	4	228
26	25	75	75	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77	F5	5	228
26	25	75	75	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	228
27	26	151/2	151/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-6	78	Gb5	5	233
27	26	151/2	151/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-2	82	Bb5	5	233
27	26	151/2	151/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-2	70	Bb4	4	234
27	26	151/2	151/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	241
27	26	151/2	151/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	241
27	26	151/2	151/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-2	70	Bb4	4	235
27	26	151/2	151/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-6	78	Gb5	5	235
27	26	151/2	151/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-2	82	Bb5	5	235
27	26	76	76	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	242
27	26	76	76	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	242
27	26	76	76	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	242
27	26	76	76	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	242
27	26	153/2	153/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	243
27	26	153/2	153/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	243
27	26	153/2	153/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	243
27	26	153/2	153/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	243
27	26	153/2	153/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		0	72	C5	5	236
27	26	153/2	153/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	236
27	26	153/2	153/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		0	84	C6	6	236
27	26	77	77	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-6	78	Gb5	5	237
27	26	77	77	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-2	82	Bb5	5	237
27	26	77	77	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1	0	-2	70	Bb4	4	238
27	26	77	77	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-2	70	Bb4	4	239
27	26	77	77	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-6	78	Gb5	5	239
27	26	77	77	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-2	82	Bb5	5	239
27	26	78	78	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	244
27	26	78	78	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	244
27	26	78	78	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	244
27	26	78	78	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	244
27	26	78	78	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	68	Ab4	4	240
27	26	78	78	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77	F5	5	240
27	26	78	78	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	240
28	27	157/2	157/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		0	72	C5	5	245
28	27	157/2	157/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	75	Eb5	5	245
