mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
37	37	443/4	443/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	E5	5	382
38	38	111	111	0.5	0	0	3/4	2	1	1/8		1/8	1		4	40	E2	2	393
38	38	111	111	1.5	0	0	3/4	1	1	3/8		1/4	3/2		3	81	A5	5	387
38	38	223/2	223/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		4	52	E3	3	394
38	38	223/2	223/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	394
38	38	223/2	223/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	394
38	38	225/2	225/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		4	52	E3	3	395
38	38	225/2	225/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		5	59	B3	3	395
38	38	225/2	225/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		2	62	D4	4	395
38	38	225/2	225/2	1.0	3/8	3/8	3/4	1	1	1/4		1/4	1	1	8	80	G#5	5	388
38	38	227/2	227/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	396
38	38	227/2	227/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59	B3	3	396
38	38	227/2	227/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	396
38	38	227/2	227/2	0.125	5/8	5/8	3/4	1	1	1/32		1/32	1	-1	8	80	G#5	5	389
38	38	909/8	909/8	0.125	21/32	21/32	3/4	1	1	1/32		1/32	1		6	78	F#5	5	390
38	38	455/4	455/4	0.125	11/16	11/16	3/4	1	1	1/32		1/32	1		8	80	G#5	5	391
38	38	911/8	911/8	0.125	23/32	23/32	3/4	1	1	1/32		1/32	1		6	78	F#5	5	392
39	39	114	114	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	45	A2	2	403
39	39	114	114	3.0	0	0	3/4	1	1	3/4		1/2	3/2	1	7	73	C#5	5	397
39	39	229/2	229/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	400
39	39	115	115	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	52	E3	3	404
39	39	115	115	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		4	64	E4	4	398
39	39	231/2	231/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	401
39	39	116	116	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	51	D#3	3	405
39	39	116	116	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		6	66	F#4	4	399
39	39	233/2	233/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61	C#4	4	402
40	40	117	117	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	45	A2	2	415
40	40	117	117	0.75	0	0	3/4	1	2	3/16		1/8	3/2		3	69	A4	4	409
40	40	117	117	1.0	0	0	3/4	1	1	1/4		1/4	1	-1	7	73	C#5	5	406
40	40	235/2	235/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	412
40	40	471/4	471/4	0.25	3/16	3/16	3/4	1	2	1/16		1/16	1		3	69	A4	4	410
40	40	118	118	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	52	E3	3	416
40	40	118	118	2.0	1/4	1/4	3/4	1	2	1/2		1/2	1		3	69	A4	4	411
40	40	118	118	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76	E5	5	407
40	40	237/2	237/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	61	C#4	4	413
40	40	119	119	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	51	D#3	3	417
40	40	119	119	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78	F#5	5	408
40	40	239/2	239/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61	C#4	4	414
41	41	120	120	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	33	A1	1	429
41	41	120	120	0.75	0	0	3/4	1	1	3/16		1/8	3/2		3	81	A5	5	418
41	41	241/2	241/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	49	C#3	3	426
41	41	483/4	483/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	A5	5	419
41	41	121	121	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	40	E2	2	430
41	41	121	121	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		4	64	E4	4	421
41	41	121	121	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1	1	3	81	A5	5	420
41	41	243/2	243/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	49	C#3	3	427
41	41	122	122	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	39	D#2	2	431
41	41	122	122	0.25	1/2	1/2	3/4	1	2	1/16		1/16	1		6	66	F#4	4	422
41	41	489/4	489/4	0.25	9/16	9/16	3/4	1	2	1/16		1/16	1		8	68	G#4	4	423
41	41	245/2	245/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	49	C#3	3	428
41	41	245/2	245/2	0.25	5/8	5/8	3/4	1	2	1/16		1/16	1		3	69	A4	4	424
41	41	491/4	491/4	0.25	11/16	11/16	3/4	1	2	1/16		1/16	1		5	71	B4	4	425
42	42	123	123	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	33	A1	1	444
42	42	123	123	0.75	0	0	3/4	1	2	3/16		1/8	3/2		7	73	C#5	5	438
42	42	123	123	1.0	0	0	3/4	1	1	1/4		1/4	1	-1	3	81	A5	5	432
42	42	247/2	247/2	1.0	1/8	1/8	3/4	2	1	1/4		1/4	1		7	49	C#3	3	441
42	42	495/4	495/4	0.25	3/16	3/16	3/4	1	2	1/16		1/16	1		7	73	C#5	5	439
42	42	124	124	1.0	1/4	1/4	3/4	2	3	1/4		1/4	1		4	40	E2	2	445
42	42	124	124	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		7	73	C#5	5	440
42	42	124	124	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76	E5	5	433
42	42	249/2	249/2	1.0	3/8	3/8	3/4	2	1	1/4		1/4	1		7	49	C#3	3	442
42	42	125	125	1.0	1/2	1/2	3/4	2	3	1/4		1/4	1		9	39	D#2	2	446
42	42	125	125	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		6	78	F#5	5	434
42	42	501/4	501/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		8	80	G#5	5	435
42	42	251/2	251/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		7	49	C#3	3	443
42	42	251/2	251/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		3	81	A5	5	436
42	42	503/4	503/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		5	83	B5	5	437
43	43	126	126	3.0	0	0	3/4	2	2	3/4		1/2	3/2		3	33	A1	1	459
43	43	126	126	0.75	0	0	3/4	1	1	3/16		1/8	3/2		7	85	C#6	6	447
43	43	253/2	253/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		4	40	E2	2	454
43	43	507/4	507/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	448
43	43	127	127	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		3	45	A2	2	455
43	43	127	127	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1	1	7	85	C#6	6	449
43	43	255/2	255/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	456
43	43	511/4	511/4	0.25	7/16	7/16	3/4	1	2	1/16		1/16	1		7	73	C#5	5	452
43	43	128	128	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	A3	3	457
43	43	128	128	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1	1	7	73	C#5	5	453
43	43	128	128	0.75	1/2	1/2	3/4	1	1	3/16		1/8	3/2	-1	7	85	C#6	6	450
43	43	257/2	257/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64	E4	4	458
43	43	515/4	515/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	451
44	44	129	129	0.5	0	0	3/4	2	1	1/8		1/8	1		3	69	A4	4	467
44	44	129	129	0.75	0	0	3/4	1	2	3/16		1/8	3/2	-1	7	73	C#5	5	464
44	44	129	129	1.0	0	0	3/4	1	1	1/4		1/4	1	1	7	85	C#6	6	460
44	44	259/2	259/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		4	76	E5	5	468
44	44	519/4	519/4	0.25	3/16	3/16	3/4	1	2	1/16		1/16	1		7	73	C#5	5	465
44	44	130	130	2.0	1/4	1/4	3/4	1	2	1/2		1/2	1		7	73	C#5	5	466
44	44	130	130	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		3	81	A5	5	469
44	44	130	130	0.75	1/4	1/4	3/4	1	1	3/16		1/8	3/2	-1	7	85	C#6	6	461
44	44	523/4	523/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		7	85	C#6	6	462
44	44	131	131	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		7	85	C#6	6	463
